Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Escazu,Ocumare,2008,72.0,U.S.A.,3.0,Criollo,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar",2011,55.0,U.S.A.,2.5,Blend,"Peru, Madagascar"
Ethel's Artisan (Mars),Trinidad,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad
Ethel's Artisan (Mars),Porcelana,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela
Ethel's Artisan (Mars),Red Vanilla,2011,62.0,U.S.A.,2.75,Blend,Other
Ethel's Artisan (Mars),"Venezuela, Trinidad",2011,62.0,U.S.A.,2.5,Blend,"Venezuela, Trinidad"
Ethereal,Belize,2014,80.0,U.S.A.,3.0,Trinitario,Belize
Ethereal,Ecuador,2014,80.0,U.S.A.,3.5,Blend,Ecuador
Ethereal,Dominican Republic,2014,80.0,U.S.A.,3.75,Blend,Dominican Republic
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75.0,U.S.A.,2.75,Blend,Brazil
Feitoria Cacao,Blue Mountain,2016,76.0,Portugal,3.0,Blend,Jamaica
Feitoria Cacao,Cuyagua,2016,76.0,Portugal,2.5,Blend,Venezuela
Feitoria Cacao,Maya Mountain,2016,76.0,Portugal,2.75,Trinitario,Belize
Felchlin,Grenada,2010,58.0,Switzerland,3.5,Trinitario,Grenada
Felchlin,Supremo- SF,2006,62.0,Switzerland,2.0,Blend,Other
Felchlin,Elvesia P.,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic
Felchlin,"Madagascar, Grand Cru",2006,64.0,Switzerland,3.0,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,2006,65.0,Switzerland,3.0,Criollo,Venezuela
Felchlin,Arriba,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador
Felchlin,"Alto Beni, Cru Savage",2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia
Finca,Puerto Rico,2014,65.0,U.S.A.,2.25,Blend,Puerto Rico
Finca,Dominican Republic,2014,80.0,U.S.A.,3.0,Blend,Dominican Republic
Finca,Dominican Republic,2014,70.0,U.S.A.,3.25,Blend,Dominican Republic
Finca,Dominican Republic,2014,85.0,U.S.A.,2.5,Blend,Dominican Republic
Forever Cacao,Rio Eni,2014,72.0,U.K.,2.75,Criollo,Peru
Forteza (Cortes),Dominican Republic,2016,70.0,Puerto Rico,2.75,Blend,Domincan Republic
Forteza (Cortes),Puerto Rico,2016,80.0,Puerto Rico,2.75,Blend,Domincan Republic
Fossa,"Akesson's E., Sambirano V.",2016,70.0,Singapore,2.75,Blend,Madagascar
Fossa,"Camino Verde P., Balao, Guayas",2016,75.0,Singapore,3.5,Blend,Ecuador
Fossa,"Kokoa Kamili Coop, Kilombero",2016,67.0,Singapore,3.75,Trinitario,Tanzania
Franceschi,Choroni,2014,70.0,Venezuela,3.5,Blend,Venezuela
Franceschi,Ocumare,2014,70.0,Venezuela,3.75,Blend,Venezuela
Franceschi,Canoabo,2012,70.0,Venezuela,3.75,Blend,Venezuela
Franceschi,Sur del Lago,2012,60.0,Venezuela,3.5,Blend,Venezuela
Frederic Blondeel,Costa Rica,2015,70.0,Belgium,3.5,Blend,Costa Rica
Frederic Blondeel,Peru Brutus,2015,75.0,Belgium,3.5,Blend,Peru
Frederic Blondeel,Vietnam,2015,80.0,Belgium,3.0,Trinitario,Vietnam
Frederic Blondeel,Ghana,2014,60.0,Belgium,3.5,Forastero,Ghana
Frederic Blondeel,Madagascar,2014,65.0,Belgium,3.5,Trinitario,Madagascar
French Broad,"Norandino, batch 161208",2017,70.0,U.S.A.,3.5,Blend,Peru
French Broad,Guatemala,2015,73.0,U.S.A.,3.5,Blend,Guatemala
French Broad,San Andres,2014,80.0,U.S.A.,3.0,Blend,Costa Rica
French Broad,Matagalpa,2014,68.0,U.S.A.,3.25,Blend,Nicaragua
French Broad,"Palo Blanco, Chulucanas",2013,66.0,U.S.A.,3.5,Blend,Peru
French Broad,Tumbes Coop,2012,70.0,U.S.A.,2.5,Criollo,Peru
French Broad,"Palo Blanco, Chulucanas",2012,61.0,U.S.A.,3.5,Blend,Peru
French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81.0,U.S.A.,2.0,Blend,Peru
French Broad,"Maranon Canyon, Fortunato No. 4",2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
French Broad,La Red,2011,65.0,U.S.A.,3.5,Blend,Dominican Republic
Fresco,"Maranon, #228, MR, SC",2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru
Fresco,"Maranon, #227, LR, MC",2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #229, MR, LC",2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #230, DR, LC",2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Conacado, #223, MR, SC",2013,72.0,U.S.A.,3.25,Blend,Dominican Republic
Fresco,"Conacado, #224, MR, MC",2013,72.0,U.S.A.,3.75,Blend,Dominican Republic
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",2013,70.0,U.S.A.,3.75,Blend,Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",2013,70.0,U.S.A.,4.0,Trinitario,Peru
Fresco,"Markham Valley, #219, LR, MC",2012,69.0,U.S.A.,3.5,Blend,Papua New Guinea
Fresco,"Markham Valley, #221, DR, MC",2012,69.0,U.S.A.,3.5,Blend,Papua New Guinea
Fresco,"Sambirano Valley, #216, MR, LC",2012,74.0,U.S.A.,4.0,Trinitario,Madagascar
Fresco,"Markham Valley, #220, MR, MC",2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea
Fresco,"Ghana, #211, MR, MC",2011,74.0,U.S.A.,2.75,Forastero,Ghana
Fresco,"Jamaica, #209, DR, SC",2011,70.0,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Conacado, #212, LR, SC",2011,72.0,U.S.A.,3.5,Blend,Dominican Republic
Fresco,"Jamaica, #210, DR, MC",2011,70.0,U.S.A.,3.5,Trinitario,Jamaica
Fresco,"Sambirano Valley, #214, LR, MC",2011,74.0,U.S.A.,2.75,Trinitario,Madagascar
Fresco,"Conacado, #213, DR, -C",2011,72.0,U.S.A.,3.25,Blend,Dominican Republic
Fresco,"Sambirano Valley, #215, MR, MC",2011,74.0,U.S.A.,3.0,Trinitario,Madagascar
Fresco,"Chuao, #218, MR, MC",2011,76.0,U.S.A.,3.25,Trinitario,Venezuela
Fresco,"Chuao, #217, DR, MC",2011,70.0,U.S.A.,4.0,Trinitario,Venezuela
Fresco,"Jamaica, #204, DR, SC",2009,80.0,U.S.A.,2.75,Trinitario,Jamaica
Fresco,"Jamaica, #206, DR, LC",2009,70.0,U.S.A.,3.0,Trinitario,Jamaica
Fresco,"Jamaica, #205, DR, MC",2009,70.0,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Carenero Superior, #203, MR, SC",2009,65.0,U.S.A.,3.5,Criollo,Venezuela
Friis Holm,"Rugoso, Bad Fermentation",2016,70.0,Denmark,3.5,Blend,Nicaragua
Friis Holm (Bonnat),La Dalia,2015,60.0,Denmark,3.0,Blend,Nicaragua
Friis Holm (Bonnat),La Dalia,2015,85.0,Denmark,3.25,Blend,Nicaragua
Friis Holm (Bonnat),La Dalia,2014,70.0,Denmark,3.5,Blend,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",2013,70.0,Denmark,3.25,Blend,Nicaragua
Friis Holm (Bonnat),"Medagla, Xoco",2013,70.0,Denmark,3.5,Blend,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",2012,70.0,Denmark,3.75,Blend,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Fruition,"Wild Bolivian, Batch 2",2016,74.0,U.S.A.,3.75,Beniano,Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica
Fruition,Gran Couva,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad
Fruition,Maranon,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru
Fruition,La Red,2013,70.0,U.S.A.,3.75,Blend,Dominican Republic
Fruition,Camino Verde,2013,75.0,U.S.A.,3.0,Blend,Ecuador
Fruition,Peru,2012,70.0,U.S.A.,2.5,Blend,Peru
Fruition,Signature Blend,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica
Fruition,Costa Rica,2011,70.0,U.S.A.,3.0,Blend,Costa Rica
Garden Island,"Kaua'I, Alea Estate +world",2014,85.0,U.S.A.,2.5,Blend,Hawaii
Georgia Ramon,Akesson P.,2015,65.0,Germany,3.25,Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,2015,70.0,Germany,4.0,Forastero,Ghana
Georgia Ramon,Conacado Coop,2015,70.0,Germany,3.5,Trinitario,Domincan Republic
Georgia Ramon,Conacado Coop,2015,80.0,Germany,3.5,Trinitario,Domincan Republic
Georgia Ramon,Akesson P.,2015,75.0,Germany,3.5,Trinitario,Madagascar
Glennmade,"Toledo District, 2015 Harvest",2016,70.0,U.S.A.,3.5,Blend,Belize
Glennmade,Bahia,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",2016,77.0,U.S.A.,2.75,Blend,Mexico
Goodnow Farms,"El Carmen, batch 1003",2016,77.0,U.S.A.,3.25,Blend,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",2016,77.0,U.S.A.,3.25,Blend,Guatemala
Grand Place,"Ben Tre, Dong Nai",2011,72.0,Vietnam,3.0,Trinitario,Vietnam
Green & Black's (ICAM),Dark,2006,70.0,U.K.,2.5,Blend,Other
Green Bean to Bar,Madagascar,2016,70.0,Japan,3.5,Blend,Madagascar
Grenada Chocolate Co.,Grenada,2010,82.0,Grenada,3.25,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,2009,60.0,Grenada,2.75,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,2008,71.0,Grenada,2.5,Trinitario,Grenada
Guido Castagna,Arriba,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador
Guido Castagna,Ghana,2009,64.0,Italy,3.0,Forastero,Ghana
Guido Castagna,Trinidad & Tobago,2009,64.0,Italy,3.0,Blend,"Trinidad, Tobago"
Guido Castagna,Lacri Blend,2009,76.0,Italy,3.0,Blend,Venezuela
Guido Castagna,Blend,2009,64.0,Italy,3.25,Blend,"Ven, Trinidad, Ecuador"
Guittard,"Epique, Blend No. 49",2015,70.0,U.S.A.,3.75,Blend,Other
Guittard,Haiti,2013,65.0,U.S.A.,2.75,Blend,Haiti
Guittard,Nicaragua,2013,65.0,U.S.A.,2.75,Blend,Nicaragua
Guittard,Jamaica,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Ecuador,2013,65.0,U.S.A.,3.5,Blend,Ecuador
Guittard,Coucher du Soleil,2011,72.0,U.S.A.,2.75,Blend,Other
Guittard,Lever du Soleil,2011,61.0,U.S.A.,3.25,Blend,Other
Guittard,Onyx,2011,72.0,U.S.A.,3.25,Blend,Other
Guittard,Trinidad,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",2009,55.0,U.S.A.,3.0,Blend,Hawaii
Guittard,Nocturne,2009,91.0,U.S.A.,3.0,Blend,Other
Guittard,Complexite,2009,70.0,U.S.A.,3.5,Blend,Other
Guittard,Machu Pichu,2008,65.0,U.S.A.,3.0,Blend,Peru
Guittard,Special Maker Reserve,2008,64.0,U.S.A.,3.0,Blend,Other
Guittard,Ocumare,2008,65.0,U.S.A.,3.5,Blend,Venezuela
Guittard,Quetzalcoatl,2007,72.0,U.S.A.,3.5,Blend,Other
Guittard,Chucuri,2006,65.0,U.S.A.,3.0,Trinitario,Colombia
Guittard,Sur del Lago,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
Guittard,"Sambirano, Ambanja",2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar
Guittard,"Los Rios, Quevedo",2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador
Guittard,Tsaranta,2006,61.0,U.S.A.,3.5,Blend,Other
Guittard,Semisweet,2006,61.0,U.S.A.,3.0,Blend,Other
Habitual,Papua New Guinea,2014,80.0,Canada,2.75,Blend,Papua New Guinea
Habitual,Campesino w/ nibs,2014,74.0,Canada,2.75,Blend,Other
Habitual,Dominican Republic,2014,75.0,Canada,3.25,Blend,Dominican Republic
Habitual,Trinitario,2014,70.0,Canada,3.5,Trinitario,Other
Habitual,Downtown London,2014,65.0,Canada,2.75,Blend,Other
Habitual,Africa meets Latina,2014,70.0,Canada,3.0,Blend,Other
Habitual,Amazonas,2014,80.0,Canada,3.0,Blend,Other
Habitual,Sharkey,2014,66.0,Canada,3.25,Blend,Hawaii
Habitual,one hundred,2014,100.0,Canada,2.0,Blend,Other
Hachez,Arriba,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,2014,55.0,Ecuador,2.75,Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,2014,70.0,Ecuador,3.0,Trinitario,Ecuador
Haigh,South America and Africa,2011,70.0,Australia,3.0,Blend,"South America, Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",2016,85.0,U.S.A.,3.25,Blend,Brazil
Harper Macaw,Brazil Blend,2015,67.0,U.S.A.,3.0,Blend,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77.0,U.S.A.,3.5,Blend,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74.0,U.S.A.,3.5,Blend,Brazil
Heilemann,Peru,2016,64.0,Germany,2.75,Blend,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",2016,70.0,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",2014,67.0,U.S.A.,3.0,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",2014,67.0,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",2014,67.0,U.S.A.,3.75,Blend,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72.0,U.S.A.,3.5,Blend,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",2016,70.0,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77.0,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72.0,U.S.A.,4.0,Beniano,Bolivia
hello cocoa,Uganda,2015,57.0,U.S.A.,2.75,Forastero,Uganda
hello cocoa,Venezuela,2015,74.0,U.S.A.,3.5,Criollo,Venezuela
hexx,Tanzania,2015,70.0,U.S.A.,2.75,Blend,Tanzania
hexx,Madagascar,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar
hexx,Venezuela,2015,70.0,U.S.A.,3.0,Blend,Venezuela
hexx,Ecuador,2015,73.0,U.S.A.,3.25,Blend,Ecuador
hexx,Peru,2015,70.0,U.S.A.,3.25,Blend,Peru
Hogarth,Akesson's Estate,2016,70.0,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Carenero Superior,2016,72.0,New Zealand,2.75,Trinitario,Venezuela
Hogarth,Conacado,2016,75.0,New Zealand,3.25,Trinitario,Domincan Republic
Hogarth,Gran Blanco,2016,66.0,New Zealand,3.5,Criollo,Peru
Hoja Verde (Tulicorp),Arriba,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
Holy Cacao,Maranon,2016,70.0,Israel,2.75,Blend,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",2015,70.0,Israel,3.5,Blend,Ecuador
Holy Cacao,Sambirano,2015,70.0,Israel,3.5,Trinitario,Madagascar
Holy Cacao,Gran Couva,2015,70.0,Israel,3.5,Trinitario,Trinidad
Holy Cacao,Mara,2015,70.0,Israel,3.5,Blend,Venezuela
Holy Cacao,Ivory Coast,2009,70.0,Israel,2.5,Blend,Ivory Coast
Holy Cacao,Hispaniola,2009,70.0,Israel,2.75,Blend,Dominican Republic
Holy Cacao,San Martin,2009,70.0,Israel,3.5,Blend,Peru
Holy Cacao,Hispaniola w/ nibs,2009,75.0,Israel,3.75,Blend,Dominican Republic
Honest,"Ecuador, w/ nibs",2014,72.0,South Africa,2.5,Blend,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",2015,70.0,U.K.,2.75,Blend,St. Lucia
Hotel Chocolat,"Marcial, single Cote, 2012",2013,70.0,U.K.,4.0,Trinitario,St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100.0,U.K.,1.75,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,2013,75.0,U.K.,3.0,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80.0,U.K.,3.5,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90.0,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72.0,U.K.,3.0,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82.0,U.K.,3.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100.0,U.K.,2.75,Blend,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100.0,U.K.,2.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100.0,U.K.,2.75,Blend,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80.0,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",2011,65.0,U.K.,3.0,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",2011,65.0,U.K.,3.25,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Ecuador,2010,70.0,U.K.,2.75,Blend,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,2010,70.0,U.K.,3.0,Blend,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,2010,70.0,U.K.,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,2008,72.0,U.K.,3.0,Blend,St. Lucia
Hotel Chocolat (Coppeneur),Uganda,2008,80.0,U.K.,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Tanzania,2008,75.0,U.K.,2.75,Blend,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,2008,72.0,U.K.,3.0,Forastero,Sao Tome
Hummingbird,Lam Dong,2015,70.0,Canada,3.5,Trinitario,Vietnam
Hummingbird,Bolivia,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,Momotombo,2014,70.0,Canada,3.0,Trinitario,Nicaragua
Hummingbird,Hispaniola,2014,70.0,Canada,3.75,Trinitario,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,70.0,Canada,3.5,Blend,Dominican Republic
Hummingbird,"Ocumare, Cumboto",2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela
Hummingbird,Amazonas,2013,70.0,Canada,3.75,Forastero,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",2013,72.0,Switzerland,3.75,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona,2011,72.0,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72.0,Switzerland,3.75,Blend,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72.0,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72.0,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",2011,74.0,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72.0,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",2011,70.0,Switzerland,4.0,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72.0,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72.0,Switzerland,4.0,Blend,Venezuela
Indah,India (south),2016,61.0,India,2.5,Blend,India
Indaphoria,La Red,2012,70.0,U.S.A.,3.25,Blend,Dominican Republic
Indaphoria,"Conacado, Manifesto",2012,70.0,U.S.A.,2.75,Blend,Dominican Republic
Indi,Honduras,2014,77.0,U.S.A.,3.0,Blend,Honduras
iQ Chocolate,"Satipo region, white label",2012,72.0,Scotland,2.75,Criollo,Peru
iQ Chocolate,black label,2012,72.0,Scotland,3.0,Blend,Peru
Isidro,Madagascar,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,2014,72.0,U.S.A.,2.25,Blend,Peru
Isidro,Belize,2014,72.0,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,2014,72.0,U.S.A.,3.25,Blend,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",2015,70.0,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P., Batch 32",2015,70.0,U.S.A.,2.75,Blend,Dominican Republic
Jacque Torres,Trinatario Treasure,2006,71.0,U.S.A.,2.0,Trinitario,Ghana
Jordis,Madagascar,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar
Just Good Chocolate,Belize,2014,70.0,U.S.A.,3.5,Trinitario,Belize
Just Good Chocolate,Madagascar,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar
Just Good Chocolate,Peru,2014,70.0,U.S.A.,4.0,Blend,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",2013,70.0,Domincan Republic,3.5,Blend,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82.0,Domincan Republic,3.0,Blend,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,55.0,Domincan Republic,3.25,Blend,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,62.0,Domincan Republic,3.25,Blend,Dominican Republic
Kakao,Peru,2012,64.0,Germany,2.5,Blend,Peru
Kakao,Vanuatu,2009,65.0,Germany,3.75,Trinitario,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,70.0,Ecuador,3.0,Blend,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,70.0,Ecuador,3.5,Blend,Ecuador
Kallari (Ecuatoriana),Roberto,2008,75.0,Ecuador,2.75,Blend,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,2008,85.0,Ecuador,2.5,Blend,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85.0,Ecuador,2.75,Blend,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85.0,Ecuador,3.0,Blend,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75.0,Ecuador,2.5,Blend,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85.0,Ecuador,3.0,Blend,Ecuador
Kaoka (Cemoi),Noir,2009,70.0,France,2.75,Blend,Other
Kaoka (Cemoi),Ecuador,2009,80.0,France,2.75,Blend,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",2013,70.0,U.S.A.,3.75,Blend,Dominican Republic
Ki' Xocolatl,Dark,2009,72.0,Mexico,2.0,Blend,Mexico
Kiskadee,"La Red, Guanconjeco",2014,60.0,U.S.A.,3.0,Trinitario,Dominican Republic
Kto,San Martin,2014,72.0,U.S.A.,2.5,Blend,Peru
Kto,Ocumare,2014,72.0,U.S.A.,2.75,Blend,Venezuela
Kto,Belize,2014,72.0,U.S.A.,3.0,Trinitario,Belize
Kto,Sambirano Valley,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar
Kto,Belize,2014,90.0,U.S.A.,3.25,Trinitario,Belize
Kto,Elvesia,2014,72.0,U.S.A.,3.25,Blend,Dominican Republic
Kto,ROIG,2014,72.0,U.S.A.,3.25,Blend,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",2016,70.0,U.S.A.,3.25,Blend,Haiti
K'ul,"Maranon, Fortunato No. 4",2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",2016,70.0,U.S.A.,3.75,Blend,Ecuador
K'ul,"Bahia, Fazenda Camboa",2016,70.0,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,2014,72.5,U.S.A.,2.5,Forastero,Uganda
Kyya,Hispaniola,2014,72.5,U.S.A.,3.0,Blend,Dominican Republic
Kyya,Ecuador,2014,72.5,U.S.A.,2.5,Blend,Ecuador
Kyya,Madagascar,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar
L.A. Burdick (Felchlin),Peru,2012,74.0,U.S.A.,3.25,Blend,Peru
L.A. Burdick (Felchlin),Brazil,2012,70.0,U.S.A.,4.0,Blend,Brazil
