Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
Domori,Ilblend,2008,70.0,Italy,75.0,Blend,Other,131250.0
Domori,Porcelana,2007,70.0,Italy,80.0,Criollo (Porcelana),Venezuela,140000.0
Domori,"Ocumare 61, Puertomar",2007,75.0,Italy,65.0,Criollo (Ocumare 61),Venezuela,121875.0
Domori,Granella,2007,60.0,Italy,65.0,Trinitario,Venezuela,97500.0
Domori,Madagascar,2007,70.0,Italy,70.0,Trinitario,Madagascar,122500.0
Domori,Madagared,2007,70.0,Italy,70.0,Criollo,Madagascar,122500.0
Domori,"Java, Javablond",2007,70.0,Italy,75.0,Criollo,Indonesia,131250.0
Domori,Ecuador,2007,70.0,Italy,80.0,Forastero (Arriba),Ecuador,140000.0
Domori,"Ocumare 67, Puertofino",2007,70.0,Italy,80.0,Criollo (Ocumare 67),Venezuela,140000.0
Domori,Sur del Lago Classificado,2006,70.0,Italy,60.0,Trinitario,Venezuela,105000.0
Domori,Apurimac,2006,70.0,Italy,65.0,Trinitario,Peru,113750.0
Domori,Carenero Superior,2006,70.0,Italy,70.0,Trinitario,Venezuela,122500.0
Dormouse,Non Pariel Estate,2016,75.0,U.K.,55.0,Trinitario,Grenada,103125.0
Dormouse,"Rio Caribe, Batch 7",2015,70.0,U.K.,50.0,Trinitario,Venezuela,87500.0
Dormouse,"Colombia, Batch 9",2015,80.0,U.K.,55.0,"Criollo, Trinitario",Colombia,110000.0
Dormouse,"Madagascar, Batch 8",2015,77.0,U.K.,55.0,"Criollo, Trinitario",Madagascar,105875.0
Duffy's,"Rio Dulce, Xoco",2015,70.0,U.K.,80.0,Criollo,Guatemala,140000.0
Duffy's,"Chuno, Xoco",2014,70.0,U.K.,70.0,Criollo,Nicaragua,122500.0
Duffy's,"Rico Rugoso, Xoco",2014,76.0,U.K.,75.0,Criollo,Nicaragua,142500.0
Duffy's,Ocumare,2012,72.0,U.K.,75.0,Blend,Venezuela,135000.0
Duffy's,"Indio Rojo, Xoco",2011,72.0,U.K.,75.0,Criollo,Honduras,135000.0
Duffy's,Dominican Republic,2011,65.0,U.K.,70.0,Blend,Dominican Republic,113750.0
Duffy's,"Bocas del Toro, Tierra Oscura",2011,72.0,U.K.,60.0,Blend,Panama,108000.0
Duffy's,"Nicaliso, Xoco",2011,71.0,U.K.,65.0,Criollo,Nicaragua,115375.0
Duffy's,Ocumare,2011,71.0,U.K.,70.0,Blend,Venezuela,124250.0
Duffy's,Panama,2010,70.0,U.K.,70.0,Blend,Panama,122500.0
Duffy's,"Corazon del Ecuador, Calceta beans",2010,72.0,U.K.,75.0,Blend,Ecuador,135000.0
Duffy's,Star of Ecuador,2010,70.0,U.K.,50.0,Blend,Ecuador,87500.0
Duffy's,Star of Peru,2010,70.0,U.K.,75.0,Blend,Peru,131250.0
Dulcinea,Dominican Republic,2015,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
Durand,Madagascar,2012,82.0,France,55.0,Trinitario,Madagascar,112750.0
Durci,"Maranon, Joya Rara",2015,70.0,U.S.A.,70.0,Forastero (Nacional),Peru,122500.0
Durci,"Rio Caribe, Tepui Treasure",2015,70.0,U.S.A.,70.0,Trinitario,Venezuela,122500.0
Durci,Taino Secret,2015,70.0,U.S.A.,65.0,Blend,Domincan Republic,113750.0
Durci,"Carenero, Empyrean Sabor",2015,70.0,U.S.A.,65.0,Trinitario,Venezuela,113750.0
Durci,Corona Arriba,2015,70.0,U.S.A.,80.0,Blend,Ecuador,140000.0
East Van Roasters,Peru,2014,70.0,Canada,65.0,Blend,Peru,113750.0
East Van Roasters,Madagascar,2014,70.0,Canada,70.0,Trinitario,Madagascar,122500.0
East Van Roasters,Dominican Republic,2014,70.0,Canada,75.0,Blend,Dominican Republic,131250.0
Eau de Rose,Tumaco,2016,70.0,Canada,65.0,Blend,Colombia,113750.0
Eau de Rose,Arauca,2016,70.0,Canada,65.0,Blend,Colombia,113750.0
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72.0,U.S.A.,55.0,Forastero (Nacional),Peru,99000.0
Edelmond,Porcelana,2016,68.0,Germany,60.0,Criollo,Venezuela,102000.0
El Ceibo,"Alto Beni, Covendo Region",2011,75.0,Bolivia,75.0,Blend,Bolivia,140625.0
El Ceibo,Alto Beni,2008,71.0,Bolivia,55.0,Blend,Bolivia,97625.0
El Rey,San Joaquin,2015,70.0,Venezuela,75.0,Blend,Venezuela,131250.0
El Rey,"Rio Caribe, Cariaco",2009,60.5,Venezuela,55.0,Trinitario,Venezuela,83187.5
El Rey,"Rio Caribe, Macuro",2009,70.0,Venezuela,60.0,Trinitario,Venezuela,105000.0
El Rey,"Carenero Superior, Apamate",2008,74.0,Venezuela,50.0,Criollo,Venezuela,92500.0
El Rey,"Carenero Superior, Bucare",2008,58.0,Venezuela,50.0,Criollo,Venezuela,72500.0
El Rey,"Carenero Superior, Mijao",2008,61.0,Venezuela,60.0,Criollo,Venezuela,91500.0
El Rey,"Carenero Superior, Gran Saman",2006,70.0,Venezuela,55.0,Criollo,Venezuela,96250.0
Emerald Estate,Emerald Estate,2013,60.0,St. Lucia,55.0,Blend,St. Lucia,82500.0
Emerald Estate,Emerald Estate,2013,70.0,St. Lucia,65.0,Blend,St. Lucia,113750.0
Emily's,Patanemo,2015,79.0,Japan,60.0,Blend,Venezuela,118500.0
Emily's,Peru,2015,78.0,Japan,70.0,Criollo,Peru,136500.0
ENNA,"Wampusirpi, batch 007",2016,75.0,U.S.A.,65.0,Blend,Honduras,121875.0
Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80.0,Spain,65.0,Forastero,Sao Tome & Principe,130000.0
Erithaj (A. Morin),Ben Tre,2014,70.0,France,65.0,Trinitario,Vietnam,113750.0
Erithaj (A. Morin),Ham Luong,2014,80.0,France,60.0,Trinitario,Vietnam,120000.0
Erithaj (A. Morin),Ba Lai,2014,74.0,France,65.0,Trinitario,Vietnam,120250.0
Escazu,Rio Caribe,2012,70.0,U.S.A.,55.0,Trinitario,Venezuela,96250.0
Escazu,Guapiles,2009,65.0,U.S.A.,40.0,Blend,Costa Rica,65000.0
Escazu,Carenero Superior,2009,81.0,U.S.A.,70.0,Criollo,Venezuela,141750.0
Escazu,"Carenero, Guapiles, Ocumare blend",2009,74.0,U.S.A.,55.0,Blend,"Cost Rica, Ven",101750.0
Escazu,Ocumare,2008,72.0,U.S.A.,60.0,Criollo,Venezuela,108000.0
Ethel's Artisan (Mars),"Peru, Madagascar",2011,55.0,U.S.A.,50.0,Blend,"Peru, Madagascar",68750.0
Ethel's Artisan (Mars),Trinidad,2011,55.0,U.S.A.,50.0,Trinitario,Trinidad,68750.0
Ethel's Artisan (Mars),Porcelana,2011,70.0,U.S.A.,50.0,Criollo (Porcelana),Venezuela,87500.0
Ethel's Artisan (Mars),Red Vanilla,2011,62.0,U.S.A.,55.0,Blend,Other,85250.0
Ethel's Artisan (Mars),"Venezuela, Trinidad",2011,62.0,U.S.A.,50.0,Blend,"Venezuela, Trinidad",77500.0
Ethereal,Belize,2014,80.0,U.S.A.,60.0,Trinitario,Belize,120000.0
Ethereal,Ecuador,2014,80.0,U.S.A.,70.0,Blend,Ecuador,140000.0
Ethereal,Dominican Republic,2014,80.0,U.S.A.,75.0,Blend,Dominican Republic,150000.0
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75.0,U.S.A.,55.0,Blend,Brazil,103125.0
Feitoria Cacao,Blue Mountain,2016,76.0,Portugal,60.0,Blend,Jamaica,114000.0
Feitoria Cacao,Cuyagua,2016,76.0,Portugal,50.0,Blend,Venezuela,95000.0
Feitoria Cacao,Maya Mountain,2016,76.0,Portugal,55.0,Trinitario,Belize,104500.0
Felchlin,Grenada,2010,58.0,Switzerland,70.0,Trinitario,Grenada,101500.0
Felchlin,Supremo- SF,2006,62.0,Switzerland,40.0,Blend,Other,62000.0
Felchlin,Elvesia P.,2006,74.0,Switzerland,60.0,"Trinitario, Criollo",Dominican Republic,111000.0
Felchlin,"Madagascar, Grand Cru",2006,64.0,Switzerland,60.0,Criollo,Madagascar,96000.0
Felchlin,Maracaibo Clasificado,2006,65.0,Switzerland,60.0,Criollo,Venezuela,97500.0
Felchlin,Arriba,2006,72.0,Switzerland,70.0,Forastero (Arriba),Ecuador,126000.0
Felchlin,"Alto Beni, Cru Savage",2006,68.0,Switzerland,80.0,Criollo (Wild),Bolivia,136000.0
Finca,Puerto Rico,2014,65.0,U.S.A.,45.0,Blend,Puerto Rico,73125.0
Finca,Dominican Republic,2014,80.0,U.S.A.,60.0,Blend,Dominican Republic,120000.0
Finca,Dominican Republic,2014,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
Finca,Dominican Republic,2014,85.0,U.S.A.,50.0,Blend,Dominican Republic,106250.0
Forever Cacao,Rio Eni,2014,72.0,U.K.,55.0,Criollo,Peru,99000.0
Forteza (Cortes),Dominican Republic,2016,70.0,Puerto Rico,55.0,Blend,Domincan Republic,96250.0
Forteza (Cortes),Puerto Rico,2016,80.0,Puerto Rico,55.0,Blend,Domincan Republic,110000.0
Fossa,"Akesson's E., Sambirano V.",2016,70.0,Singapore,55.0,Blend,Madagascar,96250.0
Fossa,"Camino Verde P., Balao, Guayas",2016,75.0,Singapore,70.0,Blend,Ecuador,131250.0
Fossa,"Kokoa Kamili Coop, Kilombero",2016,67.0,Singapore,75.0,Trinitario,Tanzania,125625.0
Franceschi,Choroni,2014,70.0,Venezuela,70.0,Blend,Venezuela,122500.0
Franceschi,Ocumare,2014,70.0,Venezuela,75.0,Blend,Venezuela,131250.0
Franceschi,Canoabo,2012,70.0,Venezuela,75.0,Blend,Venezuela,131250.0
Franceschi,Sur del Lago,2012,60.0,Venezuela,70.0,Blend,Venezuela,105000.0
Frederic Blondeel,Costa Rica,2015,70.0,Belgium,70.0,Blend,Costa Rica,122500.0
Frederic Blondeel,Peru Brutus,2015,75.0,Belgium,70.0,Blend,Peru,131250.0
Frederic Blondeel,Vietnam,2015,80.0,Belgium,60.0,Trinitario,Vietnam,120000.0
Frederic Blondeel,Ghana,2014,60.0,Belgium,70.0,Forastero,Ghana,105000.0
Frederic Blondeel,Madagascar,2014,65.0,Belgium,70.0,Trinitario,Madagascar,113750.0
French Broad,"Norandino, batch 161208",2017,70.0,U.S.A.,70.0,Blend,Peru,122500.0
French Broad,Guatemala,2015,73.0,U.S.A.,70.0,Blend,Guatemala,127750.0
French Broad,San Andres,2014,80.0,U.S.A.,60.0,Blend,Costa Rica,120000.0
French Broad,Matagalpa,2014,68.0,U.S.A.,65.0,Blend,Nicaragua,110500.0
French Broad,"Palo Blanco, Chulucanas",2013,66.0,U.S.A.,70.0,Blend,Peru,115500.0
French Broad,Tumbes Coop,2012,70.0,U.S.A.,50.0,Criollo,Peru,87500.0
French Broad,"Palo Blanco, Chulucanas",2012,61.0,U.S.A.,70.0,Blend,Peru,106750.0
French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81.0,U.S.A.,40.0,Blend,Peru,81000.0
French Broad,"Maranon Canyon, Fortunato No. 4",2011,70.0,U.S.A.,70.0,Forastero (Nacional),Peru,122500.0
French Broad,La Red,2011,65.0,U.S.A.,70.0,Blend,Dominican Republic,113750.0
Fresco,"Maranon, #228, MR, SC",2014,70.0,U.S.A.,60.0,Forastero (Nacional),Peru,105000.0
Fresco,"Maranon, #227, LR, MC",2014,70.0,U.S.A.,70.0,Forastero (Nacional),Peru,122500.0
Fresco,"Maranon, #229, MR, LC",2014,70.0,U.S.A.,70.0,Forastero (Nacional),Peru,122500.0
Fresco,"Maranon, #230, DR, LC",2014,70.0,U.S.A.,70.0,Forastero (Nacional),Peru,122500.0
Fresco,"Conacado, #223, MR, SC",2013,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
Fresco,"Conacado, #224, MR, MC",2013,72.0,U.S.A.,75.0,Blend,Dominican Republic,135000.0
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",2013,70.0,U.S.A.,75.0,Blend,Peru,131250.0
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",2013,70.0,U.S.A.,80.0,Trinitario,Peru,140000.0
Fresco,"Markham Valley, #219, LR, MC",2012,69.0,U.S.A.,70.0,Blend,Papua New Guinea,120750.0
Fresco,"Markham Valley, #221, DR, MC",2012,69.0,U.S.A.,70.0,Blend,Papua New Guinea,120750.0
Fresco,"Sambirano Valley, #216, MR, LC",2012,74.0,U.S.A.,80.0,Trinitario,Madagascar,148000.0
Fresco,"Markham Valley, #220, MR, MC",2012,69.0,U.S.A.,80.0,Trinitario,Papua New Guinea,138000.0
Fresco,"Markham Valley, #222, LR, 0C",2012,69.0,U.S.A.,60.0,Trinitario,Papua New Guinea,103500.0
Fresco,"Ghana, #211, MR, MC",2011,74.0,U.S.A.,55.0,Forastero,Ghana,101750.0
Fresco,"Jamaica, #209, DR, SC",2011,70.0,U.S.A.,65.0,Trinitario,Jamaica,113750.0
Fresco,"Conacado, #212, LR, SC",2011,72.0,U.S.A.,70.0,Blend,Dominican Republic,126000.0
Fresco,"Jamaica, #210, DR, MC",2011,70.0,U.S.A.,70.0,Trinitario,Jamaica,122500.0
Fresco,"Sambirano Valley, #214, LR, MC",2011,74.0,U.S.A.,55.0,Trinitario,Madagascar,101750.0
Fresco,"Conacado, #213, DR, -C",2011,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
Fresco,"Sambirano Valley, #215, MR, MC",2011,74.0,U.S.A.,60.0,Trinitario,Madagascar,111000.0
Fresco,"Chuao, #218, MR, MC",2011,76.0,U.S.A.,65.0,Trinitario,Venezuela,123500.0
Fresco,"Chuao, #217, DR, MC",2011,70.0,U.S.A.,80.0,Trinitario,Venezuela,140000.0
Fresco,"Jamaica, #204, DR, SC",2009,80.0,U.S.A.,55.0,Trinitario,Jamaica,110000.0
Fresco,"Jamaica, #206, DR, LC",2009,70.0,U.S.A.,60.0,Trinitario,Jamaica,105000.0
Fresco,"Jamaica, #205, DR, MC",2009,70.0,U.S.A.,65.0,Trinitario,Jamaica,113750.0
Fresco,"Carenero Superior, #203, MR, SC",2009,65.0,U.S.A.,70.0,Criollo,Venezuela,113750.0
Friis Holm,"Rugoso, Bad Fermentation",2016,70.0,Denmark,70.0,Blend,Nicaragua,122500.0
Friis Holm (Bonnat),La Dalia,2015,60.0,Denmark,60.0,Blend,Nicaragua,90000.0
Friis Holm (Bonnat),La Dalia,2015,85.0,Denmark,65.0,Blend,Nicaragua,138125.0
Friis Holm (Bonnat),La Dalia,2014,70.0,Denmark,70.0,Blend,Nicaragua,122500.0
Friis Holm (Bonnat),"Barba, Xoco",2013,70.0,Denmark,65.0,Blend,Nicaragua,113750.0
Friis Holm (Bonnat),"Medagla, Xoco",2013,70.0,Denmark,70.0,Blend,Nicaragua,122500.0
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,70.0,Denmark,65.0,"Criollo, Trinitario",Nicaragua,113750.0
Friis Holm (Bonnat),"Red Mayan, Xoco",2012,70.0,Denmark,65.0,"Criollo, Trinitario",Honduras,113750.0
Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,70.0,Denmark,65.0,"Criollo, Trinitario",Nicaragua,113750.0
Friis Holm (Bonnat),"Rugoso, Xoco",2012,70.0,Denmark,75.0,Blend,Nicaragua,131250.0
Friis Holm (Bonnat),"Johe, Xoco",2011,70.0,Denmark,65.0,"Criollo, Trinitario",Nicaragua,113750.0
Friis Holm (Bonnat),"Chuno, Xoco",2011,70.0,Denmark,70.0,"Criollo, Trinitario",Nicaragua,122500.0
Friis Holm (Bonnat),"Nicaliso, Xoco",2011,70.0,Denmark,70.0,"Criollo, Trinitario",Nicaragua,122500.0
Fruition,"Wild Bolivian, Batch 2",2016,74.0,U.S.A.,75.0,Beniano,Bolivia,138750.0
Fruition,"Coto Brus, Heirloom, Batch 1",2016,74.0,U.S.A.,80.0,Amazon mix,Costa Rica,148000.0
Fruition,Gran Couva,2014,70.0,U.S.A.,75.0,Trinitario,Trinidad,131250.0
Fruition,Maranon,2014,76.0,U.S.A.,60.0,Forastero (Nacional),Peru,114000.0
Fruition,La Red,2013,70.0,U.S.A.,75.0,Blend,Dominican Republic,131250.0
Fruition,Camino Verde,2013,75.0,U.S.A.,60.0,Blend,Ecuador,112500.0
Fruition,Peru,2012,70.0,U.S.A.,50.0,Blend,Peru,87500.0
Fruition,Signature Blend,2011,66.0,U.S.A.,65.0,Trinitario,Costa Rica,107250.0
Fruition,Costa Rica,2011,70.0,U.S.A.,60.0,Blend,Costa Rica,105000.0
Garden Island,"Kaua'I, Alea Estate +world",2014,85.0,U.S.A.,50.0,Blend,Hawaii,106250.0
Georgia Ramon,Akesson P.,2015,65.0,Germany,65.0,Trinitario,Madagascar,105625.0
Georgia Ramon,ABOCFA Coop,2015,70.0,Germany,80.0,Forastero,Ghana,140000.0
Georgia Ramon,Conacado Coop,2015,70.0,Germany,70.0,Trinitario,Domincan Republic,122500.0
Georgia Ramon,Conacado Coop,2015,80.0,Germany,70.0,Trinitario,Domincan Republic,140000.0
Georgia Ramon,Akesson P.,2015,75.0,Germany,70.0,Trinitario,Madagascar,131250.0
Glennmade,"Toledo District, 2015 Harvest",2016,70.0,U.S.A.,70.0,Blend,Belize,122500.0
Glennmade,Bahia,2015,66.0,U.S.A.,60.0,"Trinitario, Forastero",Brazil,99000.0
Goodnow Farms,"Almendra Blanca, batch 1004",2016,77.0,U.S.A.,55.0,Blend,Mexico,105875.0
Goodnow Farms,"El Carmen, batch 1003",2016,77.0,U.S.A.,65.0,Blend,Nicaragua,125125.0
Goodnow Farms,"Asochivite, batch 1005",2016,77.0,U.S.A.,65.0,Blend,Guatemala,125125.0
Grand Place,"Ben Tre, Dong Nai",2011,72.0,Vietnam,60.0,Trinitario,Vietnam,108000.0
Green & Black's (ICAM),Dark,2006,70.0,U.K.,50.0,Blend,Other,87500.0
Green Bean to Bar,Madagascar,2016,70.0,Japan,70.0,Blend,Madagascar,122500.0
Grenada Chocolate Co.,Grenada,2010,82.0,Grenada,65.0,Trinitario,Grenada,133250.0
Grenada Chocolate Co.,Grenada,2009,60.0,Grenada,55.0,Trinitario,Grenada,82500.0
Grenada Chocolate Co.,Grenada,2008,71.0,Grenada,50.0,Trinitario,Grenada,88750.0
Guido Castagna,Arriba,2009,64.0,Italy,60.0,Forastero (Arriba) ASS,Ecuador,96000.0
Guido Castagna,Ghana,2009,64.0,Italy,60.0,Forastero,Ghana,96000.0
Guido Castagna,Trinidad & Tobago,2009,64.0,Italy,60.0,Blend,"Trinidad, Tobago",96000.0
Guido Castagna,Lacri Blend,2009,76.0,Italy,60.0,Blend,Venezuela,114000.0
Guido Castagna,Blend,2009,64.0,Italy,65.0,Blend,"Ven, Trinidad, Ecuador",104000.0
Guittard,"Epique, Blend No. 49",2015,70.0,U.S.A.,75.0,Blend,Other,131250.0
Guittard,Haiti,2013,65.0,U.S.A.,55.0,Blend,Haiti,89375.0
Guittard,Nicaragua,2013,65.0,U.S.A.,55.0,Blend,Nicaragua,89375.0
Guittard,Jamaica,2013,65.0,U.S.A.,65.0,Trinitario,Jamaica,105625.0
Guittard,Ecuador,2013,65.0,U.S.A.,70.0,Blend,Ecuador,113750.0
Guittard,Coucher du Soleil,2011,72.0,U.S.A.,55.0,Blend,Other,99000.0
Guittard,Lever du Soleil,2011,61.0,U.S.A.,65.0,Blend,Other,99125.0
Guittard,Onyx,2011,72.0,U.S.A.,65.0,Blend,Other,117000.0
Guittard,Trinidad,2010,65.0,U.S.A.,60.0,Trinitario,Trinidad,97500.0
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",2009,55.0,U.S.A.,60.0,Blend,Hawaii,82500.0
Guittard,Nocturne,2009,91.0,U.S.A.,60.0,Blend,Other,136500.0
Guittard,Complexite,2009,70.0,U.S.A.,70.0,Blend,Other,122500.0
Guittard,Machu Pichu,2008,65.0,U.S.A.,60.0,Blend,Peru,97500.0
Guittard,Special Maker Reserve,2008,64.0,U.S.A.,60.0,Blend,Other,96000.0
Guittard,Ocumare,2008,65.0,U.S.A.,70.0,Blend,Venezuela,113750.0
Guittard,Quetzalcoatl,2007,72.0,U.S.A.,70.0,Blend,Other,126000.0
Guittard,Chucuri,2006,65.0,U.S.A.,60.0,Trinitario,Colombia,97500.0
Guittard,Sur del Lago,2006,65.0,U.S.A.,50.0,"Trinitario, Criollo",Venezuela,81250.0
Guittard,"Sambirano, Ambanja",2006,65.0,U.S.A.,70.0,"Criollo, +",Madagascar,113750.0
Guittard,"Los Rios, Quevedo",2006,65.0,U.S.A.,70.0,Forastero (Arriba),Ecuador,113750.0
Guittard,Tsaranta,2006,61.0,U.S.A.,70.0,Blend,Other,106750.0
Guittard,Semisweet,2006,61.0,U.S.A.,60.0,Blend,Other,91500.0
Habitual,Papua New Guinea,2014,80.0,Canada,55.0,Blend,Papua New Guinea,110000.0
Habitual,Campesino w/ nibs,2014,74.0,Canada,55.0,Blend,Other,101750.0
Habitual,Dominican Republic,2014,75.0,Canada,65.0,Blend,Dominican Republic,121875.0
Habitual,Trinitario,2014,70.0,Canada,70.0,Trinitario,Other,122500.0
Habitual,Downtown London,2014,65.0,Canada,55.0,Blend,Other,89375.0
Habitual,Africa meets Latina,2014,70.0,Canada,60.0,Blend,Other,105000.0
Habitual,Amazonas,2014,80.0,Canada,60.0,Blend,Other,120000.0
Habitual,Sharkey,2014,66.0,Canada,65.0,Blend,Hawaii,107250.0
Habitual,one hundred,2014,100.0,Canada,40.0,Blend,Other,100000.0
Hachez,Arriba,2007,77.0,Germany,50.0,Forastero (Arriba),Ecuador,96250.0
Hacienda El Castillo,Don Homero- Cerecita Valley,2014,55.0,Ecuador,55.0,Trinitario,Ecuador,75625.0
Hacienda El Castillo,Don Homero- Cerecita Valley,2014,70.0,Ecuador,60.0,Trinitario,Ecuador,105000.0
Haigh,South America and Africa,2011,70.0,Australia,60.0,Blend,"South America, Africa",105000.0
Harper Macaw,"Vale do Juliana, w/ nibs",2016,85.0,U.S.A.,65.0,Blend,Brazil,138125.0
Harper Macaw,Brazil Blend,2015,67.0,U.S.A.,60.0,Blend,Brazil,100500.0
Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77.0,U.S.A.,70.0,Blend,Brazil,134750.0
Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74.0,U.S.A.,70.0,Blend,Brazil,129500.0
Heilemann,Peru,2016,64.0,Germany,55.0,Blend,Peru,88000.0
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",2016,70.0,U.S.A.,65.0,Amazon,Belize,113750.0
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74.0,U.S.A.,70.0,Amazon mix,Costa Rica,129500.0
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",2014,67.0,U.S.A.,70.0,"Amazon, ICS",Bolivia,117250.0
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",2014,67.0,U.S.A.,60.0,Beniano,Bolivia,100500.0
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",2014,67.0,U.S.A.,75.0,EET,Ecuador,125625.0
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",2014,67.0,U.S.A.,75.0,Blend,Hawaii,125625.0
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72.0,U.S.A.,70.0,Blend,Hawaii,126000.0
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",2016,70.0,U.S.A.,70.0,EET,Ecuador,122500.0
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77.0,U.S.A.,70.0,EET,Ecuador,134750.0
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",2016,68.0,U.S.A.,75.0,"Amazon, ICS",Bolivia,127500.0
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72.0,U.S.A.,80.0,Beniano,Bolivia,144000.0
hello cocoa,Uganda,2015,57.0,U.S.A.,55.0,Forastero,Uganda,78375.0
hello cocoa,Venezuela,2015,74.0,U.S.A.,70.0,Criollo,Venezuela,129500.0
hexx,Tanzania,2015,70.0,U.S.A.,55.0,Blend,Tanzania,96250.0
hexx,Madagascar,2015,74.0,U.S.A.,60.0,Trinitario,Madagascar,111000.0
hexx,Venezuela,2015,70.0,U.S.A.,60.0,Blend,Venezuela,105000.0
hexx,Ecuador,2015,73.0,U.S.A.,65.0,Blend,Ecuador,118625.0
hexx,Peru,2015,70.0,U.S.A.,65.0,Blend,Peru,113750.0
Hogarth,Akesson's Estate,2016,70.0,New Zealand,55.0,Trinitario,Madagascar,96250.0
Hogarth,Carenero Superior,2016,72.0,New Zealand,55.0,Trinitario,Venezuela,99000.0
Hogarth,Conacado,2016,75.0,New Zealand,65.0,Trinitario,Domincan Republic,121875.0
Hogarth,Gran Blanco,2016,66.0,New Zealand,70.0,Criollo,Peru,115500.0
Hoja Verde (Tulicorp),Arriba,2009,80.0,Ecuador,40.0,Forastero (Arriba) ASS,Ecuador,80000.0
Hoja Verde (Tulicorp),Manabi,2009,80.0,Ecuador,50.0,Forastero (Arriba) ASS,Ecuador,100000.0
Hoja Verde (Tulicorp),Arriba,2009,72.0,Ecuador,60.0,Forastero (Arriba) ASS,Ecuador,108000.0
Hoja Verde (Tulicorp),Arriba,2009,58.0,Ecuador,65.0,Forastero (Arriba) ASS,Ecuador,94250.0
Hoja Verde (Tulicorp),Manabi,2009,58.0,Ecuador,70.0,Forastero (Arriba) ASS,Ecuador,101500.0
Holy Cacao,Maranon,2016,70.0,Israel,55.0,Blend,Peru,96250.0
Holy Cacao,"Camino Verde P., Balao, Guayas",2015,70.0,Israel,70.0,Blend,Ecuador,122500.0
Holy Cacao,Sambirano,2015,70.0,Israel,70.0,Trinitario,Madagascar,122500.0
Holy Cacao,Gran Couva,2015,70.0,Israel,70.0,Trinitario,Trinidad,122500.0
Holy Cacao,Mara,2015,70.0,Israel,70.0,Blend,Venezuela,122500.0
Holy Cacao,Ivory Coast,2009,70.0,Israel,50.0,Blend,Ivory Coast,87500.0
Holy Cacao,Hispaniola,2009,70.0,Israel,55.0,Blend,Dominican Republic,96250.0
Holy Cacao,San Martin,2009,70.0,Israel,70.0,Blend,Peru,122500.0
Holy Cacao,Hispaniola w/ nibs,2009,75.0,Israel,75.0,Blend,Dominican Republic,140625.0
Honest,"Ecuador, w/ nibs",2014,72.0,South Africa,50.0,Blend,Ecuador,90000.0
Hotel Chocolat,"Pepiniere, single Cote",2015,70.0,U.K.,55.0,Blend,St. Lucia,96250.0
Hotel Chocolat,"Marcial, single Cote, 2012",2013,70.0,U.K.,80.0,Trinitario,St. Lucia,140000.0
Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100.0,U.K.,35.0,Trinitario,St. Lucia,87500.0
Hotel Chocolat (Coppeneur),Trinidad,2013,75.0,U.K.,60.0,Trinitario,Trinidad,112500.0
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80.0,U.K.,70.0,Trinitario,Vietnam,140000.0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90.0,U.K.,60.0,Forastero (Nacional),Ecuador,135000.0
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72.0,U.K.,60.0,Trinitario,Madagascar,108000.0
