,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
520,Nanea,Criollo Blend,2013,85.0,U.S.A.,70.0,Blend,Hawaii,148750.0
521,Nathan Miller,Peru,2014,72.0,U.S.A.,45.0,Blend,Peru,81000.0
522,Nathan Miller,Madagascar,2014,73.5,U.S.A.,50.0,Trinitario,Madagascar,111168.75000000003
523,Neuhaus (Callebaut),Dark,2007,73.0,Belgium,20.0,Blend,Other,36500.0
524,Neuhaus (Callebaut),West Africa,2006,73.0,Belgium,40.0,Forastero,West Africa,73000.0
525,Neuhaus (Callebaut),Sao Tome,2006,75.0,Belgium,55.0,Forastero,Sao Tome,103125.0
526,Neuhaus (Callebaut),Ocumare,2006,71.0,Belgium,60.0,Criollo,Venezuela,106500.0
527,Nibble,Patanemo,2015,72.0,U.S.A.,45.0,Criollo,Venezuela,81000.0
528,Nibble,Elvesia P.,2015,72.0,U.S.A.,55.0,Trinitario,Dominican Republic,119790.00000000003
529,Nibble,"Ambanja, Sambirano Valley",2015,72.0,U.S.A.,60.0,Trinitario,Madagascar,130680.00000000003
530,Nibble,Tumbes,2015,72.0,U.S.A.,60.0,Criollo,Peru,108000.0
531,Night Owl,Peru,2013,75.0,U.S.A.,55.0,Blend,Peru,103125.0
532,Night Owl,Ecuador,2013,75.0,U.S.A.,70.0,Blend,Ecuador,131250.0
533,Noble Bean aka Jerjobo,Ghana,2014,75.0,U.S.A.,60.0,Forastero,Ghana,112500.0
534,Noble Bean aka Jerjobo,Moho Valley,2014,75.0,U.S.A.,60.0,Trinitario,Belize,136125.00000000003
535,Noble Bean aka Jerjobo,Maranon Canyon,2014,75.0,U.S.A.,65.0,Forastero (Nacional),Peru,121875.0
536,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75.0,Niacragua,55.0,Blend,Nicaragua,103125.0
537,Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80.0,Nicaragua,65.0,Forastero (Nacional),Ecuador,130000.0
538,Ocelot,Piura,2015,75.0,Scotland,80.0,Criollo,Peru,150000.0
539,Ocho,Sang Yum Coop,2016,100.0,New Zealand,55.0,Blend,Samoa,137500.0
540,Ocho,"PNG, Voodoo",2014,88.0,New Zealand,65.0,Blend,Papua New Guinea,143000.0
541,Ocho,"PNG, Nib Bar",2014,74.0,New Zealand,70.0,Blend,Papua New Guinea,129500.0
542,Olive and Sinclair,Dominican Republic prototype,2010,72.0,U.S.A.,60.0,Blend,Dominican Republic,108000.0
543,Olive and Sinclair,Ghana prototype,2010,72.0,U.S.A.,60.0,Forastero,Ghana,108000.0
544,Olive and Sinclair,Dark 75,2009,75.0,U.S.A.,60.0,Blend,"Ghana, Domin. Rep",112500.0
545,Olivia,Carribean-Raw,2011,76.0,Canada,40.0,Blend,Carribean,76000.0
546,Olivia,Carribean,2011,76.0,Canada,55.0,Blend,Carribean,104500.0
547,Olivia,Carribean,2011,85.0,Canada,55.0,Blend,Carribean,116875.0
548,Olivia,Carribean-Raw,2011,85.0,Canada,60.0,Blend,Carribean,127500.0
549,Omanhene,Ghana,2011,80.0,Ghana,55.0,Forastero,Ghana,110000.0
550,organicfair,Maya Mountain,2013,74.0,Canada,55.0,Trinitario,Belize,123117.50000000003
551,organicfair,La Red,2013,72.0,Canada,55.0,Blend,Dominican Republic,99000.0
552,organicfair,Nicaraqua,2013,72.0,Canada,55.0,Trinitario,Nicaragua,119790.00000000003
553,organicfair,Caribe,2013,72.0,Canada,60.0,Blend,Dominican Republic,108000.0
554,organicfair,Mindo,2013,72.0,Canada,60.0,Trinitario,Ecuador,130680.00000000003
555,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80.0,Switzerland,65.0,Blend,Other,130000.0
556,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75.0,Switzerland,60.0,Criollo,Peru,112500.0
557,Orquidea,Peru,2012,72.0,Peru,60.0,Blend,Peru,108000.0
558,Pacari,"Ecuador, raw",2012,85.0,Ecuador,55.0,Blend,Ecuador,116875.0
559,Pacari,Los Rios,2008,72.0,Ecuador,60.0,Forastero (Arriba),Ecuador,108000.0
560,Pacari,Raw,2008,100.0,Ecuador,40.0,Forastero (Arriba),Ecuador,100000.0
561,Palette de Bine,Maya Mtn,2016,72.0,Canada,60.0,Trinitario,Belize,130680.00000000003
562,Palette de Bine,Kokoa Kamili,2015,72.0,Canada,70.0,Blend,Tanzania,126000.0
563,Palette de Bine,Lam Dong,2015,72.0,Canada,75.0,Trinitario,Vietnam,163350.0
564,Palette de Bine,"Alto Beni, Palos Blancos",2014,72.0,Canada,55.0,Blend,Bolivia,99000.0
565,Palette de Bine,Sambirano,2014,78.0,Canada,75.0,Trinitario,Madagascar,176962.5
566,Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75.0,Canada,55.0,Blend,Ecuador,103125.0
567,Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75.0,Canada,70.0,Blend,"Trinidad, Ecuador",131250.0
568,Pangea,Matasawalevu,2016,76.0,Spain,60.0,Blend,Fiji,114000.0
569,Patric,Madagascar,2009,75.0,U.S.A.,80.0,Trinitario,Madagascar,181500.00000000003
570,Paul Young,"Madagascar, w/ shell",2014,73.0,U.K.,45.0,Trinitario,Madagascar,99371.25000000003
571,Peppalo,Dominican Republic,2015,82.0,U.S.A.,60.0,Blend,Dominican Republic,123000.0
572,Pierre Marcolini,Chuao,2010,75.0,Belgium,60.0,Criollo,Venezuela,112500.0
573,Pierre Marcolini,Trinite,2010,75.0,Belgium,65.0,Trinitario,Trinidad,147468.75
574,Pierre Marcolini,"Baracoa, Cuba",2010,78.0,Belgium,75.0,"Criollo, Forastero",Cuba,146250.0
575,Pierre Marcolini,"Peru, Las Pampas P.",2010,85.0,Belgium,60.0,Criollo,Peru,127500.0
576,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72.0,Belgium,60.0,Forastero,Brazil,108000.0
577,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72.0,Belgium,60.0,Criollo,Mexico,108000.0
578,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72.0,Belgium,75.0,Forastero (Nacional),Ecuador,135000.0
579,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72.0,Belgium,80.0,Trinitario,Madagascar,174240.0
580,Pierre Marcolini,Fleur de Cacao,2007,85.0,Belgium,70.0,Blend,Venezuela/ Ghana,148750.0
581,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72.0,Belgium,80.0,Criollo,Mexico,144000.0
582,Pierre Marcolini,"Kendem Lembu, Java",2006,72.0,Belgium,60.0,Criollo,Indonesia,108000.0
583,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72.0,Belgium,80.0,Criollo,Venezuela,144000.0
584,Pinellas,Wampusirpi Region,2016,80.0,U.S.A.,50.0,Blend,Honduras,100000.0
585,Pitch Dark,Johe,2015,80.0,U.S.A.,55.0,Blend,Nicaragua,110000.0
586,Pitch Dark,Chuno,2015,80.0,U.S.A.,55.0,"Criollo, Trinitario",Nicaragua,110000.0
587,Pitch Dark,Nicalizo,2015,80.0,U.S.A.,55.0,Trinitario,Nicaragua,133100.00000000003
588,Pitch Dark,Rugoso,2015,80.0,U.S.A.,65.0,Blend,Nicaragua,130000.0
589,Pitch Dark,Akesson Estate,2014,73.0,U.S.A.,65.0,Trinitario,Madagascar,143536.25000000003
590,Pitch Dark,Namau Village,2014,73.0,U.S.A.,50.0,Trinitario,Fiji,110412.50000000003
591,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73.0,U.S.A.,65.0,Blend,Ecuador,118625.0
592,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73.0,U.S.A.,70.0,Blend,Ecuador,127750.0
593,Pomm (aka Dead Dog),"La Red, 2011",2012,76.0,U.S.A.,50.0,Blend,Dominican Republic,95000.0
594,Pomm (aka Dead Dog),Peru,2012,82.0,U.S.A.,55.0,Criollo,Peru,112750.0
595,Potomac,"Upala, Batch 12",2010,82.0,U.S.A.,75.0,Matina,Costa Rica,153750.0
596,Pralus,Peru,2015,75.0,France,65.0,Blend,Peru,121875.0
597,Pralus,"Porcelana, S. of Lake Maracaibo",2011,75.0,France,65.0,Criollo (Porcelana),Venezuela,121875.0
598,Pralus,Chuao,2010,75.0,France,70.0,Trinitario,Venezuela,158812.5
599,Pralus,Cuyagua,2009,75.0,France,40.0,Blend,Venezuela,75000.0
600,Pralus,Papouasie,2008,75.0,France,60.0,Trinitario,Papua New Guinea,136125.00000000003
601,Pralus,"Sambirano Valley, Le 100%",2008,100.0,France,60.0,Criollo,Madagascar,150000.0
602,Pralus,Dominican Republic-Organic,2008,75.0,France,40.0,Blend,Dominican Republic,75000.0
603,Pralus,"Monte Alegre, Diego Badero",2008,75.0,France,70.0,Blend,Brazil,131250.0
604,Pralus,Claudio Corallo w/ nibs,2007,75.0,France,80.0,Forastero,Sao Tome,150000.0
605,Pralus,"Monte Alegre (Itacare), Brazil",2006,75.0,France,60.0,Forastero,Brazil,112500.0
606,Pralus,Tanzania,2006,75.0,France,70.0,Criollo,Tanzania,131250.0
607,Pralus,Sao Tome & Principe,2006,75.0,France,70.0,Forastero,Sao Tome & Principe,131250.0
608,Pralus,Trinidad,2006,75.0,France,70.0,Trinitario,Trinidad,158812.5
609,Pralus,"Madagascar, Nosy Be Isle.",2006,75.0,France,75.0,Criollo,Madagascar,140625.0
610,Pralus,"Java, Indonesie",2006,75.0,France,70.0,Criollo,Indonesia,131250.0
611,Pralus,"Barlovento, Venezuela",2006,75.0,France,70.0,Trinitario,Venezuela,158812.5
612,Pralus,Jamaique,2006,75.0,France,80.0,Trinitario,Jamaica,181500.00000000003
613,Pralus,Equateur,2006,75.0,France,60.0,Trinitario,Ecuador,136125.00000000003
614,Pralus,Vanuatu,2006,75.0,France,60.0,Trinitario,Vanuatu,136125.00000000003
615,Pralus,Ghana,2006,75.0,France,65.0,Forastero,Ghana,121875.0
616,Pralus,Colombie,2006,75.0,France,70.0,Trinitario,Colombia,158812.5
617,Pralus,Fortissima,2006,80.0,France,80.0,"Criollo, Trinitario",Ecuador,160000.0
618,Pralus,Cuba,2006,75.0,France,60.0,Trinitario,Cuba,136125.00000000003
619,Pralus,"Caracas, Venezuela and Ghana",2006,75.0,France,60.0,"Trinitario, Forastero","Venezuela, Ghana",112500.0
620,Pralus,"Djakarta, Java and Ghana",2006,75.0,France,70.0,"Criollo, Forastero","Indonesia, Ghana",131250.0
621,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016,77.0,U.K.,70.0,Blend,Ecuador,134750.0
622,Pump Street Bakery,"Akesson's, batch 4411",2015,74.0,U.K.,70.0,Criollo,Madagascar,129500.0
623,Pump Street Bakery,Honduras,2015,80.0,U.K.,55.0,Blend,Honduras,110000.0
624,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2014,75.0,U.K.,55.0,Trinitario,Venezuela,124781.25000000003
625,Pump Street Bakery,Guantupi River,2014,75.0,U.K.,60.0,Forastero (Nacional),Ecuador,112500.0
626,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",2014,72.0,U.K.,65.0,Trinitario,Madagascar,141570.00000000003
627,Pump Street Bakery,Guantupi River,2014,85.0,U.K.,55.0,Forastero (Nacional),Ecuador,116875.0
628,Pura Delizia,Venezuela,2012,73.0,Italy,55.0,Blend,Venezuela,100375.0
629,Q Chocolate,Brazil,2013,75.0,Brazil,65.0,Blend,Brazil,121875.0
630,Q Chocolate,Brazil,2013,85.0,Brazil,70.0,Blend,Brazil,148750.0
631,Q Chocolate,Brazil,2013,80.0,Brazil,65.0,Blend,Brazil,130000.0
632,Quetzalli (Wolter),"Uranga, Lot 22032016",2016,74.0,Mexico,60.0,Trinitario,Mexico,134310.00000000003
633,Raaka,Virunga,2015,75.0,U.S.A.,55.0,Forastero,Congo,103125.0
634,Raaka,Madagascar,2012,75.0,U.S.A.,65.0,Trinitario,Madagascar,147468.75
635,Raaka,La Red,2011,85.0,U.S.A.,70.0,Blend,Dominican Republic,148750.0
636,Rancho San Jacinto,Ecuador,2010,75.0,Eucador,60.0,"Forastero(Arriba, CCN)",Ecuador,112500.0
637,Ranger,"Chulucanas, Batch 1",2015,80.0,U.S.A.,65.0,Blend,Peru,130000.0
638,Ranger,"Tumbes, Batch 2",2015,73.0,U.S.A.,70.0,Criollo,Peru,127750.0
639,Raoul Boulanger,Piura,2016,75.0,France,65.0,Criollo,Peru,121875.0
640,Republica del Cacao (aka Confecta),Esmeraldas,2010,75.0,Ecuador,65.0,Blend,Ecuador,121875.0
641,Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009,75.0,Ecuador,50.0,Forastero (Arriba),Ecuador,93750.0
642,Republica del Cacao (aka Confecta),Manabi,2007,75.0,Ecuador,60.0,Forastero (Arriba),Ecuador,112500.0
643,Republica del Cacao (aka Confecta),Los Rios,2007,75.0,Ecuador,75.0,Forastero (Arriba),Ecuador,140625.0
644,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016,75.0,U.S.A.,75.0,Blend,Ecuador,140625.0
645,Ritual,"Camino Verde P., Balao, Guayas, 2014",2015,85.0,U.S.A.,70.0,Blend,Ecuador,148750.0
646,Ritual,"Toledo District, Maya",2013,75.0,U.S.A.,75.0,Trinitario,Belize,170156.25
647,Ritual,"Maranon, Cajamarca",2013,75.0,U.S.A.,60.0,Forastero (Nacional),Peru,112500.0
648,Ritual,Sambirano,2012,75.0,U.S.A.,80.0,Trinitario,Madagascar,181500.00000000003
649,Ritual,"Camino Verde P., 2012, Balao, Guayas",2012,75.0,U.S.A.,65.0,Nacional (Arriba),Ecuador,121875.0
650,Ritual,Gran Couva,2012,75.0,U.S.A.,70.0,Trinitario,Trinidad,158812.5
651,Ritual,Costa Rica,2011,75.0,U.S.A.,70.0,Blend,Costa Rica,131250.0
652,Robert (aka Chocolaterie Robert),Madagascar,2013,75.0,Madagascar,65.0,Trinitario,Madagascar,147468.75
653,Rogue,"La Masica, Batch 1, FHIA Research Center",2016,75.0,U.S.A.,75.0,Blend,Honduras,140625.0
654,Rogue,"Tranquilidad, Batch 1",2015,75.0,U.S.A.,65.0,Blend,Bolivia,121875.0
655,Rogue,Porcelana,2014,80.0,U.S.A.,75.0,Criollo,Venezuela,150000.0
656,Rogue,"Silvestre, Batch 7, 2013",2013,75.0,U.S.A.,80.0,Blend,Bolivia,150000.0
657,Rogue,"Bachelor's Hall E., St. Thomas Parish",2013,75.0,U.S.A.,75.0,Trinitario,Jamaica,170156.25
658,Rogue,"Camino Verde P., Balao, Guayas",2012,75.0,U.S.A.,75.0,Nacional (Arriba),Ecuador,140625.0
659,Rogue,"Silvestre, Batch 1, 2011",2011,75.0,U.S.A.,60.0,Criollo,Bolivia,112500.0
660,Rogue,Piura,2010,75.0,U.S.A.,75.0,Blend,Peru,140625.0
661,Rozsavolgyi,Sur del Lago,2012,84.0,Hungary,50.0,Blend,Venezuela,105000.0
662,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2012,76.0,Hungary,45.0,Trinitario,Venezuela,103455.00000000003
663,Rozsavolgyi,"Sambirano, Akesson Estate",2012,72.0,Hungary,50.0,Trinitario,Madagascar,108900.00000000003
664,Rozsavolgyi,Carenero Superior,2011,73.0,Hungary,70.0,Criollo,Venezuela,127750.0
665,Rozsavolgyi,Porcelana,2011,71.0,Hungary,50.0,Blend,Venezuela,88750.0
666,Rozsavolgyi,Principe,2011,77.0,Hungary,55.0,Forastero,Principe,105875.0
667,S.A.I.D.,100 percent,2010,100.0,Italy,30.0,Blend,Other,75000.0
668,S.A.I.D.,Arawak,2010,72.0,Italy,70.0,Blend,Carribean,126000.0
669,S.A.I.D.,Latino,2010,72.0,Italy,70.0,Blend,Other,126000.0
670,Sacred,Midnight,2012,83.0,U.S.A.,55.0,Blend,Central and S. America,114125.0
671,Santander (Compania Nacional),Colombian 2008,2009,75.0,Colombia,55.0,Forastero (Nacional),Colombia,103125.0
672,Scharffen Berger,San Juan de Cheni,2012,78.0,U.S.A.,80.0,Blend,Peru,156000.0
673,Scharffen Berger,Ben Tre,2009,72.0,U.S.A.,75.0,Trinitario,Vietnam,163350.0
674,Scharffen Berger,Finisterra,2008,72.0,U.S.A.,60.0,Blend,"Ven., Trinidad, Mad.",108000.0
675,Scharffen Berger,Las Islas,2007,72.0,U.S.A.,60.0,Blend,Carribean(DR/Jam/Tri),108000.0
676,Scharffen Berger,Cuyagua,2007,75.0,U.S.A.,75.0,Blend,Venezuela,140625.0
677,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007,75.0,U.S.A.,60.0,Blend,Carribean,112500.0
678,Scharffen Berger,Extra Dark,2006,82.0,U.S.A.,40.0,Blend,Other,82000.0
679,Shark Mountain,Jamaica,2015,72.0,U.S.A.,65.0,Trinitario,Jamaica,141570.00000000003
680,Shark Mountain,Papua New Guinea,2015,73.0,U.S.A.,70.0,Forastero,Papua New Guinea,127750.0
681,Shark Mountain,Cuyagua,2015,77.0,U.S.A.,55.0,Criollo,Venezuela,105875.0
682,Shark Mountain,ROIG,2015,74.0,U.S.A.,70.0,"Criollo, Trinitario",Dominican Republic,129500.0
683,Shark Mountain,Ecuador,2014,75.0,U.S.A.,60.0,Trinitario,Ecuador,136125.00000000003
684,Shark Mountain,"Belize, 2013",2014,72.0,U.S.A.,65.0,"Criollo, Trinitario",Belize,117000.0
685,Shark's,Hilo,2011,73.0,U.S.A.,40.0,Blend,Hawaii,73000.0
686,Shark's,"Hilo, w/ added cocoa butter",2011,73.0,U.S.A.,50.0,Blend,Hawaii,91250.0
687,Shattell,Porcelana,2011,75.0,Peru,70.0,Criollo,Peru,131250.0
688,Sibu,Oro,2015,82.0,Costa Rica,65.0,Blend,Costa Rica,133250.0
689,Sirene,Wild Bolivia,2016,73.0,Canada,70.0,Blend,Bolivia,127750.0
690,Sirene,Kokoa Kamili Coop,2016,73.0,Canada,70.0,Blend,Tanzania,127750.0
691,Sirene,"Esmeraldas, Salazar Farm",2016,73.0,Canada,75.0,Blend,Ecuador,136875.0
692,Sirene,"Somia Plantation, 2012",2015,100.0,Canada,60.0,Trinitario,Madagascar,181500.00000000003
693,Sirene,"Camino Verde P., Balao, Guayas, 2012",2015,100.0,Canada,60.0,Blend,Ecuador,150000.0
694,Sirene,Lachua w/ cane sugar,2015,73.0,Canada,60.0,Blend,Guatemala,109500.0
695,Sirene,"Lachua w/ maple sugar, batch 5",2015,73.0,Canada,65.0,Blend,Guatemala,118625.0
696,Sirene,Pisa,2015,73.0,Canada,65.0,Blend,Haiti,118625.0
697,Sirene,"Somia Plantation, 2012",2014,73.0,Canada,75.0,Trinitario,Madagascar,165618.75
698,Sirene,"Camino Verde P., Balao, Guayas",2014,73.0,Canada,75.0,Blend,Ecuador,136875.0
699,Sjolinds,Nicaragua,2015,72.0,U.S.A.,60.0,Blend,Nicaragua,108000.0
700,"Smooth Chocolator, The",Camino Verde,2015,72.0,Australia,80.0,Blend,Ecuador,144000.0
701,"Smooth Chocolator, The",Bolivia,2015,72.0,Australia,55.0,Blend,Bolivia,99000.0
702,Sol Cacao,Madagascar,2015,72.0,U.S.A.,60.0,Trinitario,Madagascar,130680.00000000003
703,Solkiki,"Castillo, Hispaniola, unroasted",2016,85.0,U.K.,55.0,Blend,Domincan Republic,116875.0
704,Solomons Gold,Solomon Island w/ nibs,2016,75.0,New Zealand,65.0,Blend,Solomon Islands,121875.0
705,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",2016,75.0,Canada,75.0,Blend,"Ven.,Ecu.,Peru,Nic.",140625.0
706,Soma,Porcelana,2015,75.0,Canada,80.0,Blend,Venezuela,150000.0
707,Soma,"Camino Verde P., Balao, Guayas",2014,80.0,Canada,70.0,Forastero (Nacional),Ecuador,140000.0
708,Soma,"Rizek Cacao, Domin. Rep.",2013,77.0,Canada,75.0,Trinitario,Dominican Republic,174693.75
709,Soma,Crazy 88,2013,88.0,Canada,80.0,Blend,"Guat., D.R., Peru, Mad., PNG",176000.0
710,Soma,Papua New Guinea,2012,85.0,Canada,70.0,Trinitario,Papua New Guinea,179987.5
711,Soul,Venezuela,2017,75.0,Canada,70.0,Blend,Venezuela,131250.0
712,Soul,Ecuador,2017,75.0,Canada,65.0,Blend,Ecuador,121875.0
713,Soul,Papua New Guinea,2017,77.0,Canada,65.0,Blend,Papua New Guinea,125125.0
714,Soul,Tanzania,2017,80.0,Canada,70.0,Blend,Tanzania,140000.0
715,Spagnvola,AgroCriso Plantation,2012,80.0,U.S.A.,60.0,Blend,Dominican Republic,120000.0
716,Spagnvola,AgroCriso Plantation,2012,75.0,U.S.A.,65.0,Blend,Dominican Republic,121875.0
717,Spencer,Malekula Island,2014,72.0,Australia,55.0,Trinitario,Vanuatu,119790.00000000003
718,SRSLY,Dominican Republic,2013,84.0,U.S.A.,45.0,Blend,Dominican Republic,94500.0
719,Stella (aka Bernrain),India,2011,72.0,Switzerland,65.0,Blend,India,117000.0
720,Stone Grindz,"Ecuador, Midnight Dark",2014,84.0,U.S.A.,70.0,Blend,Ecuador,147000.0
721,StRita Supreme,"Samar, East Visayas region",2012,75.0,U.S.A.,55.0,Blend,Philippines,103125.0
722,Sublime Origins,Moho Valley,2013,78.0,U.S.A.,65.0,Trinitario,Belize,153367.5
723,Summerbird,Peru,2016,71.0,Denmark,60.0,"Criollo, Trinitario",Peru,106500.0
724,Szanto Tibor,Baracoa,2015,88.0,Hungary,65.0,Trinitario,Cuba,173030.0
725,Tablette (aka Vanillabeans),Trinidad,2015,77.0,Japan,55.0,Trinitario,Trinidad,128108.75000000003
726,Taza,Alto Beni,2011,87.0,U.S.A.,65.0,Blend,Bolivia,141375.0
727,Taza,Chiapan,2009,75.0,U.S.A.,55.0,Blend,Mexico,103125.0
728,TCHO,Peru- Ecuador,2012,99.0,U.S.A.,65.0,Blend,"Peru, Ecuador",160875.0
729,Tejas,Concepcion*,2012,80.0,U.S.A.,60.0,Blend,Venezuela,120000.0
730,Terroir,Ecuador,2014,77.0,U.S.A.,65.0,Blend,Ecuador,125125.0
731,Terroir,Uganda,2014,73.0,U.S.A.,75.0,Forastero,Uganda,136875.0
732,Theo,Ivory Coast,2007,75.0,U.S.A.,50.0,Blend,Ivory Coast,93750.0
733,Theo,"Ghana, Kumasi",2007,84.0,U.S.A.,60.0,Forastero,Ghana,126000.0
734,Theo,"Venezuela; Barinos, Merida, Tachron",2007,91.0,U.S.A.,40.0,Blend,Venezuela,91000.0
735,Theo,"Ghana, Panama, Ecuador",2007,75.0,U.S.A.,60.0,Blend,"Ghana, Panama, Ecuador",112500.0
736,Timo A. Meyer,"Belize, med roast",2016,72.0,Germany,75.0,"Trinitario, TCGA",Belize,135000.0
737,To'ak (Ecuatoriana),Manabi,2014,81.0,Ecuador,65.0,Forastero (Nacional),Ecuador,131625.0
738,Tocoti,"Wild Bolivian, Jungle Love",2012,77.0,U.S.A.,60.0,Criollo,Bolivia,115500.0
739,Tocoti,Venezuela,2011,72.0,U.S.A.,55.0,Blend,Venezuela,99000.0
740,Tocoti,Dominican Republic,2011,74.0,U.S.A.,60.0,Blend,Dominican Republic,111000.0
741,Treehouse,Conacado,2014,72.0,U.S.A.,60.0,Blend,Dominican Republic,108000.0
742,Tsara (Cinagra),"Ambanja, Tsara Valley",2011,72.0,Madagascar,70.0,Blend,Madagascar,126000.0
743,twenty-four blackbirds,Oko Caribe,2015,75.0,U.S.A.,55.0,Blend,Domincan Republic,103125.0
744,twenty-four blackbirds,"Cedeno, lot 271",2015,75.0,U.S.A.,70.0,Blend,Ecuador,131250.0
745,twenty-four blackbirds,Madagascar,2014,75.0,U.S.A.,70.0,Trinitario,Madagascar,158812.5
746,twenty-four blackbirds,Palos Blancos,2013,75.0,U.S.A.,50.0,Blend,Bolivia,93750.0
747,twenty-four blackbirds,Dominican Republic,2011,73.0,U.S.A.,55.0,Blend,Dominican Republic,100375.0
748,Undone,Matagalpa,2014,74.0,U.S.A.,55.0,Blend,Nicaragua,101750.0
749,Upchurch,"Madagascar, Sassy Bar",2016,72.0,U.S.A.,60.0,Trinitario,Madagascar,130680.00000000003
750,Upchurch,"Tanzania, Party Bar",2016,72.0,U.S.A.,65.0,Blend,Tanzania,117000.0
751,Valrhona,Araguani,2007,72.0,France,60.0,Blend,"Venezuela, Carribean",108000.0
752,Valrhona,Le Noir Extra Amer,2007,85.0,France,30.0,Blend,Other,63750.0
753,Valrhona,Abinao,2007,85.0,France,50.0,Forastero,West Africa,106250.0
754,Valrhona,Le Noir Amer,2007,71.0,France,55.0,Forastero,West Africa,97625.0
755,Vanleer (Barry Callebaut),Manhattan,2012,72.0,U.S.A.,50.0,Forastero,Ghana,90000.0
756,Vao Vao (Chocolaterie Robert),Madagascar,2009,72.0,Madagascar,55.0,Trinitario,Madagascar,119790.00000000003
757,Vao Vao (Chocolaterie Robert),Madagascar,2009,76.0,Madagascar,55.0,Trinitario,Madagascar,126445.00000000003
758,Vao Vao (Chocolaterie Robert),Madagascar,2009,80.0,Madagascar,55.0,Trinitario,Madagascar,133100.00000000003
759,Videri,Dominican Republic,2014,90.0,U.S.A.,65.0,Blend,Dominican Republic,146250.0
760,Videri,Trinidad,2014,75.0,U.S.A.,70.0,Trinitario,Trinidad,158812.5
761,Videri,Mindo,2014,75.0,U.S.A.,70.0,Blend,Ecuador,131250.0
762,Videri,Dark,2013,90.0,U.S.A.,75.0,Blend,Central and S. America,168750.0
763,Vintage Plantations,San Martin,2014,75.0,U.S.A.,60.0,Blend,Peru,112500.0
764,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,100.0,U.S.A.,40.0,Forastero (Arriba),Ecuador,100000.0
765,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,90.0,U.S.A.,40.0,Forastero (Arriba),Ecuador,90000.0
766,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,75.0,U.S.A.,60.0,Forastero (Arriba),Ecuador,112500.0
767,Violet Sky,Sambirano Valley,2015,77.0,U.S.A.,55.0,Trinitario,Madagascar,128108.75000000003
768,Violet Sky,Moho River Valley,2015,77.0,U.S.A.,60.0,"Criollo, Trinitario",Belize,115500.0
769,Violet Sky,Cuyagua,2015,77.0,U.S.A.,60.0,Criollo,Venezuela,115500.0
770,Violet Sky,Peru,2015,77.0,U.S.A.,65.0,"Criollo, Trinitario",Peru,125125.0
771,Violet Sky,Cahabon,2015,77.0,U.S.A.,55.0,Trinitario,Guatemala,128108.75000000003
772,Whittakers,Ghana,2011,72.0,New Zealand,50.0,Forastero,Ghana,90000.0
773,Wilkie's Organic,Amazonas,2013,75.0,Ireland,50.0,Criollo,Peru,93750.0
774,Wilkie's Organic,Amazonas,2013,89.0,Ireland,55.0,Criollo,Peru,122375.0
775,Wilkie's Organic,Tumbes,2013,75.0,Ireland,65.0,Criollo,Peru,121875.0
776,Wilkie's Organic,Amazonas w/ nibs,2013,75.0,Ireland,55.0,Criollo,Peru,103125.0
777,Willie's Cacao,Los Llanos,2014,88.0,U.K.,60.0,Trinitario,Colombia,159720.0
778,Willie's Cacao,"Java, Indonesian Black",2013,100.0,U.K.,45.0,Blend,Indonesia,112500.0
779,Willie's Cacao,Sambirano,2010,71.0,U.K.,60.0,Trinitario,Madagascar,128865.00000000003
780,Willie's Cacao,Hacienda Las Trincheras,2010,72.0,U.K.,70.0,Blend,Venezuela,126000.0
781,Willie's Cacao,Rio Caribe,2009,72.0,U.K.,65.0,Trinitario,Venezuela,141570.00000000003
